,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
126028,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,8,6,V Kohli,AB de Villiers,R Ashwin,0,0,0,0,0,0,1,0,1,,,
126029,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,9,1,V Kohli,AB de Villiers,Ankit Sharma,0,1,0,0,0,0,0,1,1,,,
126030,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,9,2,V Kohli,AB de Villiers,Ankit Sharma,0,0,0,0,0,0,2,0,2,,,
126031,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,9,3,V Kohli,AB de Villiers,Ankit Sharma,0,0,0,0,0,0,0,0,0,,,
126032,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,9,4,V Kohli,AB de Villiers,Ankit Sharma,0,0,0,0,0,0,1,0,1,,,
126034,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,9,6,V Kohli,AB de Villiers,Ankit Sharma,0,0,0,0,0,0,1,0,1,,,
126036,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,10,1,V Kohli,AB de Villiers,R Bhatia,0,0,0,0,0,0,1,0,1,,,
126039,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,10,4,V Kohli,AB de Villiers,R Bhatia,0,0,0,0,0,0,1,0,1,,,
126045,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,11,4,V Kohli,AB de Villiers,M Ashwin,0,0,0,0,0,0,2,0,2,,,
126046,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,11,5,V Kohli,AB de Villiers,M Ashwin,0,0,0,0,0,0,1,0,1,,,
126048,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,12,1,V Kohli,AB de Villiers,R Ashwin,0,0,0,0,0,0,1,0,1,,,
126050,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,12,3,V Kohli,AB de Villiers,R Ashwin,0,0,0,0,0,0,1,0,1,,,
126052,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,12,5,V Kohli,AB de Villiers,R Ashwin,0,0,0,0,0,0,1,0,1,,,
126054,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,13,1,V Kohli,AB de Villiers,Ankit Sharma,0,0,0,0,0,0,1,0,1,,,
126056,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,13,3,V Kohli,AB de Villiers,Ankit Sharma,0,0,0,0,0,0,1,0,1,,,
126058,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,13,5,V Kohli,AB de Villiers,Ankit Sharma,0,0,0,0,0,0,0,0,0,,,
126059,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,13,6,V Kohli,AB de Villiers,Ankit Sharma,0,0,0,0,0,0,1,0,1,,,
126060,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,14,1,V Kohli,AB de Villiers,M Ashwin,0,0,0,0,0,0,1,0,1,,,
126065,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,14,6,V Kohli,AB de Villiers,M Ashwin,0,0,0,0,0,0,1,0,1,,,
126066,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,15,1,V Kohli,AB de Villiers,Ankit Sharma,0,0,0,0,0,0,0,0,0,,,
126067,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,15,2,V Kohli,AB de Villiers,Ankit Sharma,0,0,0,0,0,0,1,0,1,,,
126069,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,15,4,V Kohli,AB de Villiers,Ankit Sharma,0,0,0,0,0,0,1,0,1,,,
126074,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,16,3,V Kohli,AB de Villiers,R Ashwin,0,5,0,0,0,0,0,5,5,,,
126075,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,16,4,V Kohli,AB de Villiers,R Ashwin,0,1,0,0,0,0,0,1,1,,,
126076,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,16,5,V Kohli,AB de Villiers,R Ashwin,0,0,0,0,0,0,0,0,0,,,
126077,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,16,6,V Kohli,AB de Villiers,R Ashwin,0,0,0,0,0,0,0,0,0,,,
126078,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,16,7,V Kohli,AB de Villiers,R Ashwin,0,0,0,0,0,0,1,0,1,,,
126082,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,17,3,V Kohli,AB de Villiers,R Bhatia,0,0,0,0,0,0,1,0,1,,,
126084,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,17,5,V Kohli,AB de Villiers,R Bhatia,0,0,0,0,0,0,1,0,1,,,
126087,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,18,2,V Kohli,AB de Villiers,NLTC Perera,0,0,0,0,0,0,6,0,6,,,
126088,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,18,3,V Kohli,AB de Villiers,NLTC Perera,0,0,0,0,0,0,1,0,1,,,
126090,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,18,5,V Kohli,AB de Villiers,NLTC Perera,0,1,0,0,0,0,0,1,1,,,
126091,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,18,6,V Kohli,AB de Villiers,NLTC Perera,0,0,0,0,0,0,2,0,2,,,
126092,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,18,7,V Kohli,AB de Villiers,NLTC Perera,0,0,0,0,0,0,1,0,1,,,
126093,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,19,1,V Kohli,AB de Villiers,I Sharma,0,1,0,0,0,0,0,1,1,,,
126094,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,19,2,V Kohli,AB de Villiers,I Sharma,0,0,0,0,0,0,0,0,0,,,
126095,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,19,3,V Kohli,AB de Villiers,I Sharma,0,0,0,0,0,0,4,0,4,,,
126096,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,19,4,V Kohli,AB de Villiers,I Sharma,0,0,0,0,0,0,4,0,4,,,
126097,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,19,5,V Kohli,AB de Villiers,I Sharma,0,0,0,0,0,0,1,0,1,,,
126100,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,20,1,V Kohli,AB de Villiers,NLTC Perera,0,0,0,0,0,0,4,0,4,,,
126101,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,20,2,V Kohli,AB de Villiers,NLTC Perera,0,1,0,0,0,0,0,1,1,,,
126102,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,20,3,V Kohli,AB de Villiers,NLTC Perera,0,0,0,0,0,0,4,0,4,,,
126103,533,1,Royal Challengers Bangalore,Rising Pune Supergiants,20,4,V Kohli,AB de Villiers,NLTC Perera,0,0,0,0,0,0,0,0,0,V Kohli,caught,AM Rahane
126719,536,1,Royal Challengers Bangalore,Gujarat Lions,1,1,V Kohli,SR Watson,P Kumar,0,0,0,0,0,0,0,0,0,,,
126720,536,1,Royal Challengers Bangalore,Gujarat Lions,1,2,V Kohli,SR Watson,P Kumar,0,0,0,0,0,0,1,0,1,,,
126724,536,1,Royal Challengers Bangalore,Gujarat Lions,1,6,V Kohli,SR Watson,P Kumar,0,0,0,0,0,0,0,0,0,,,
126727,536,1,Royal Challengers Bangalore,Gujarat Lions,2,3,V Kohli,SR Watson,DS Kulkarni,0,0,0,0,0,0,1,0,1,,,
126729,536,1,Royal Challengers Bangalore,Gujarat Lions,2,5,V Kohli,AB de Villiers,DS Kulkarni,0,0,0,0,0,0,1,0,1,,,
126731,536,1,Royal Challengers Bangalore,Gujarat Lions,3,1,V Kohli,AB de Villiers,P Kumar,0,0,0,0,0,0,0,0,0,,,
126732,536,1,Royal Challengers Bangalore,Gujarat Lions,3,2,V Kohli,AB de Villiers,P Kumar,0,0,0,0,0,0,1,0,1,,,
126734,536,1,Royal Challengers Bangalore,Gujarat Lions,3,4,V Kohli,AB de Villiers,P Kumar,0,0,0,0,0,0,0,0,0,,,
126735,536,1,Royal Challengers Bangalore,Gujarat Lions,3,5,V Kohli,AB de Villiers,P Kumar,0,0,0,0,0,0,4,0,4,,,
126736,536,1,Royal Challengers Bangalore,Gujarat Lions,3,6,V Kohli,AB de Villiers,P Kumar,0,0,0,0,0,0,4,0,4,,,
126738,536,1,Royal Challengers Bangalore,Gujarat Lions,4,2,V Kohli,AB de Villiers,DS Kulkarni,0,0,0,0,0,0,0,0,0,,,
126739,536,1,Royal Challengers Bangalore,Gujarat Lions,4,3,V Kohli,AB de Villiers,DS Kulkarni,0,0,0,0,0,0,1,0,1,,,
126742,536,1,Royal Challengers Bangalore,Gujarat Lions,4,6,V Kohli,AB de Villiers,DS Kulkarni,0,0,0,0,0,0,1,0,1,,,
126743,536,1,Royal Challengers Bangalore,Gujarat Lions,5,1,V Kohli,AB de Villiers,PV Tambe,0,0,0,0,0,0,4,0,4,,,
126744,536,1,Royal Challengers Bangalore,Gujarat Lions,5,2,V Kohli,AB de Villiers,PV Tambe,0,0,0,0,0,0,4,0,4,,,
126745,536,1,Royal Challengers Bangalore,Gujarat Lions,5,3,V Kohli,AB de Villiers,PV Tambe,0,0,0,0,0,0,1,0,1,,,
126747,536,1,Royal Challengers Bangalore,Gujarat Lions,5,5,V Kohli,AB de Villiers,PV Tambe,0,0,0,0,0,0,0,0,0,,,
126748,536,1,Royal Challengers Bangalore,Gujarat Lions,5,6,V Kohli,AB de Villiers,PV Tambe,0,0,0,0,0,0,1,0,1,,,
126749,536,1,Royal Challengers Bangalore,Gujarat Lions,6,1,V Kohli,AB de Villiers,SB Jakati,0,0,0,0,0,0,4,0,4,,,
126750,536,1,Royal Challengers Bangalore,Gujarat Lions,6,2,V Kohli,AB de Villiers,SB Jakati,0,0,0,0,0,0,1,0,1,,,
126752,536,1,Royal Challengers Bangalore,Gujarat Lions,6,4,V Kohli,AB de Villiers,SB Jakati,0,0,0,0,0,0,1,0,1,,,
126756,536,1,Royal Challengers Bangalore,Gujarat Lions,7,2,V Kohli,AB de Villiers,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
126759,536,1,Royal Challengers Bangalore,Gujarat Lions,7,5,V Kohli,AB de Villiers,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
126763,536,1,Royal Challengers Bangalore,Gujarat Lions,8,3,V Kohli,AB de Villiers,PV Tambe,0,0,0,0,0,0,1,0,1,,,
126768,536,1,Royal Challengers Bangalore,Gujarat Lions,9,2,V Kohli,KL Rahul,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
126772,536,1,Royal Challengers Bangalore,Gujarat Lions,9,6,V Kohli,KL Rahul,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
126773,536,1,Royal Challengers Bangalore,Gujarat Lions,10,1,V Kohli,KL Rahul,PV Tambe,0,0,0,0,0,0,0,0,0,,,
126774,536,1,Royal Challengers Bangalore,Gujarat Lions,10,2,V Kohli,KL Rahul,PV Tambe,0,0,0,0,0,0,1,0,1,,,
126776,536,1,Royal Challengers Bangalore,Gujarat Lions,10,4,V Kohli,KL Rahul,PV Tambe,0,0,0,0,0,0,4,0,4,,,
126777,536,1,Royal Challengers Bangalore,Gujarat Lions,10,5,V Kohli,KL Rahul,PV Tambe,0,0,0,0,0,0,1,0,1,,,
126781,536,1,Royal Challengers Bangalore,Gujarat Lions,11,3,V Kohli,KL Rahul,RA Jadeja,0,0,0,0,0,0,2,0,2,,,
126782,536,1,Royal Challengers Bangalore,Gujarat Lions,11,4,V Kohli,KL Rahul,RA Jadeja,0,0,0,0,0,0,0,0,0,,,
126783,536,1,Royal Challengers Bangalore,Gujarat Lions,11,5,V Kohli,KL Rahul,RA Jadeja,0,0,0,0,0,0,1,0,1,,,
126788,536,1,Royal Challengers Bangalore,Gujarat Lions,12,4,V Kohli,KL Rahul,SB Jakati,0,0,0,0,0,0,1,0,1,,,
126790,536,1,Royal Challengers Bangalore,Gujarat Lions,12,6,V Kohli,KL Rahul,SB Jakati,0,0,0,0,0,0,1,0,1,,,
126791,536,1,Royal Challengers Bangalore,Gujarat Lions,13,1,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,1,0,1,,,
126795,536,1,Royal Challengers Bangalore,Gujarat Lions,13,5,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
126796,536,1,Royal Challengers Bangalore,Gujarat Lions,13,6,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,1,0,1,,,
126797,536,1,Royal Challengers Bangalore,Gujarat Lions,14,1,V Kohli,KL Rahul,SB Jakati,0,0,0,0,0,0,1,0,1,,,
126800,536,1,Royal Challengers Bangalore,Gujarat Lions,14,4,V Kohli,KL Rahul,SB Jakati,0,0,0,0,0,0,2,0,2,,,
126801,536,1,Royal Challengers Bangalore,Gujarat Lions,14,5,V Kohli,KL Rahul,SB Jakati,0,0,0,0,0,0,1,0,1,,,
126806,536,1,Royal Challengers Bangalore,Gujarat Lions,15,4,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,2,0,2,,,
126807,536,1,Royal Challengers Bangalore,Gujarat Lions,15,5,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,4,0,4,,,
126808,536,1,Royal Challengers Bangalore,Gujarat Lions,15,6,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,2,0,2,,,
126809,536,1,Royal Challengers Bangalore,Gujarat Lions,15,7,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,1,0,1,,,
126810,536,1,Royal Challengers Bangalore,Gujarat Lions,16,1,V Kohli,KL Rahul,DS Kulkarni,0,0,0,0,0,0,1,0,1,,,
126816,536,1,Royal Challengers Bangalore,Gujarat Lions,17,1,V Kohli,KL Rahul,P Kumar,0,0,0,0,0,0,4,0,4,,,
126817,536,1,Royal Challengers Bangalore,Gujarat Lions,17,2,V Kohli,KL Rahul,P Kumar,0,0,0,0,0,0,2,0,2,,,
126818,536,1,Royal Challengers Bangalore,Gujarat Lions,17,3,V Kohli,KL Rahul,P Kumar,0,0,0,0,0,0,1,0,1,,,
126823,536,1,Royal Challengers Bangalore,Gujarat Lions,18,2,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
126824,536,1,Royal Challengers Bangalore,Gujarat Lions,18,3,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,3,0,3,,,
126826,536,1,Royal Challengers Bangalore,Gujarat Lions,18,5,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,2,0,2,,,
126827,536,1,Royal Challengers Bangalore,Gujarat Lions,18,6,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,1,0,1,,,
126828,536,1,Royal Challengers Bangalore,Gujarat Lions,19,1,V Kohli,KL Rahul,DS Kulkarni,0,0,0,0,0,0,1,0,1,,,
126830,536,1,Royal Challengers Bangalore,Gujarat Lions,19,3,V Kohli,KL Rahul,DS Kulkarni,0,0,0,0,0,0,2,0,2,,,
126831,536,1,Royal Challengers Bangalore,Gujarat Lions,19,4,V Kohli,KL Rahul,DS Kulkarni,0,0,0,0,0,0,2,0,2,,,
126832,536,1,Royal Challengers Bangalore,Gujarat Lions,19,5,V Kohli,KL Rahul,DS Kulkarni,0,0,0,0,0,0,4,0,4,,,
126833,536,1,Royal Challengers Bangalore,Gujarat Lions,19,6,V Kohli,KL Rahul,DS Kulkarni,0,0,0,0,0,0,1,0,1,,,
126834,536,1,Royal Challengers Bangalore,Gujarat Lions,20,1,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,1,0,1,,,
126836,536,1,Royal Challengers Bangalore,Gujarat Lions,20,3,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,0,0,0,,,
126837,536,1,Royal Challengers Bangalore,Gujarat Lions,20,4,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,6,0,6,,,
126838,536,1,Royal Challengers Bangalore,Gujarat Lions,20,5,V Kohli,KL Rahul,DJ Bravo,0,1,0,0,0,0,0,1,1,,,
126839,536,1,Royal Challengers Bangalore,Gujarat Lions,20,6,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,4,0,4,,,
126840,536,1,Royal Challengers Bangalore,Gujarat Lions,20,7,V Kohli,KL Rahul,DJ Bravo,0,0,0,0,0,0,4,0,4,,,
128743,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,1,1,V Kohli,KL Rahul,A Nehra,0,0,0,0,0,0,1,0,1,,,
128747,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,1,5,V Kohli,KL Rahul,A Nehra,0,0,0,0,0,0,1,0,1,,,
128752,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,2,4,V Kohli,KL Rahul,B Kumar,0,0,0,0,0,0,0,0,0,,,
128753,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,2,5,V Kohli,KL Rahul,B Kumar,0,0,0,0,0,0,1,0,1,,,
128755,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,1,V Kohli,KL Rahul,A Nehra,0,0,0,0,0,0,0,0,0,,,
128756,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,2,V Kohli,KL Rahul,A Nehra,0,0,0,0,0,0,1,0,1,,,
128758,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,4,V Kohli,KL Rahul,A Nehra,0,0,0,0,0,0,4,0,4,,,
128759,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,5,V Kohli,KL Rahul,A Nehra,0,0,0,0,0,0,0,0,0,,,
128760,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,3,6,V Kohli,KL Rahul,A Nehra,0,0,0,0,0,0,1,0,1,,,
128761,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,1,V Kohli,KL Rahul,B Kumar,0,0,0,0,0,0,1,0,1,,,
128766,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,6,V Kohli,KL Rahul,B Kumar,0,0,0,0,0,0,0,0,0,,,
128767,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,4,7,V Kohli,KL Rahul,B Kumar,0,0,0,0,0,0,1,0,1,,,
128768,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,1,V Kohli,KL Rahul,A Nehra,0,0,0,0,0,0,1,0,1,,,
128770,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,3,V Kohli,KL Rahul,A Nehra,0,0,0,0,0,0,1,0,1,,,
128772,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,5,5,V Kohli,KL Rahul,A Nehra,0,0,0,0,0,0,1,0,1,,,
128774,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,1,V Kohli,KL Rahul,Mustafizur Rahman,0,0,0,0,0,0,0,0,0,,,
128775,544,2,Royal Challengers Bangalore,Sunrisers Hyderabad,6,2,V Kohli,KL Rahul,Mustafizur Rahman,0,0,0,0,0,0,0,0,0,V Kohli,caught,A Ashish Reddy
129359,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,2,4,V Kohli,KL Rahul,M Morkel,0,0,0,0,0,0,2,0,2,,,
129360,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,2,5,V Kohli,KL Rahul,M Morkel,0,0,0,0,0,0,1,0,1,,,
129362,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,3,1,V Kohli,KL Rahul,AD Russell,0,0,0,0,0,0,1,0,1,,,
129364,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,3,3,V Kohli,KL Rahul,AD Russell,0,0,0,0,0,0,0,0,0,,,
129365,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,3,4,V Kohli,KL Rahul,AD Russell,0,0,0,0,0,0,1,0,1,,,
129369,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,4,1,V Kohli,KL Rahul,M Morkel,0,0,0,0,0,0,0,0,0,,,
129370,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,4,2,V Kohli,KL Rahul,M Morkel,0,0,0,0,0,0,1,0,1,,,
129373,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,4,5,V Kohli,KL Rahul,M Morkel,0,0,0,0,0,0,2,0,2,,,
129374,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,4,6,V Kohli,KL Rahul,M Morkel,0,0,0,0,0,0,2,0,2,,,
129376,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,5,2,V Kohli,KL Rahul,AD Russell,0,0,0,0,0,0,1,0,1,,,
129379,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,5,5,V Kohli,KL Rahul,AD Russell,0,0,0,0,0,0,0,0,0,,,
129380,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,5,6,V Kohli,KL Rahul,AD Russell,0,0,0,0,0,0,0,0,0,,,
129386,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,6,6,V Kohli,KL Rahul,SP Narine,0,0,0,0,0,0,1,0,1,,,
129387,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,7,1,V Kohli,KL Rahul,UT Yadav,0,0,0,0,0,0,4,0,4,,,
129388,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,7,2,V Kohli,KL Rahul,UT Yadav,0,0,0,0,0,0,1,0,1,,,
129391,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,7,5,V Kohli,KL Rahul,UT Yadav,0,0,0,0,0,0,0,0,0,,,
129392,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,7,6,V Kohli,KL Rahul,UT Yadav,0,0,0,0,0,0,1,0,1,,,
129393,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,8,1,V Kohli,KL Rahul,PP Chawla,0,0,0,0,0,0,1,0,1,,,
129395,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,8,3,V Kohli,KL Rahul,PP Chawla,0,0,0,0,0,0,0,0,0,,,
129396,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,8,4,V Kohli,KL Rahul,PP Chawla,0,0,0,0,0,0,4,0,4,,,
129397,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,8,5,V Kohli,KL Rahul,PP Chawla,0,0,0,0,0,0,2,0,2,,,
129398,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,8,6,V Kohli,KL Rahul,PP Chawla,0,0,0,0,0,0,1,0,1,,,
129399,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,9,1,V Kohli,KL Rahul,UT Yadav,0,0,0,0,0,0,1,0,1,,,
129402,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,9,4,V Kohli,KL Rahul,UT Yadav,0,0,0,0,0,0,1,0,1,,,
129406,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,10,2,V Kohli,KL Rahul,PP Chawla,0,0,0,0,0,0,2,0,2,,,
129407,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,10,3,V Kohli,KL Rahul,PP Chawla,0,0,0,0,0,0,1,0,1,,,
129414,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,11,4,V Kohli,KL Rahul,SP Narine,0,0,0,0,0,0,1,0,1,,,
129416,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,11,6,V Kohli,KL Rahul,SP Narine,0,0,0,0,0,0,0,0,0,,,
129418,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,12,2,V Kohli,AB de Villiers,PP Chawla,0,0,0,0,0,0,1,0,1,,,
129422,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,12,6,V Kohli,AB de Villiers,PP Chawla,0,0,0,0,0,0,1,0,1,,,
129423,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,13,1,V Kohli,AB de Villiers,SP Narine,0,0,0,0,0,0,4,0,4,,,
129424,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,13,2,V Kohli,AB de Villiers,SP Narine,0,0,0,0,0,0,0,0,0,,,
129425,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,13,3,V Kohli,AB de Villiers,SP Narine,0,0,0,0,0,0,4,0,4,,,
129426,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,13,4,V Kohli,AB de Villiers,SP Narine,0,0,0,0,0,0,0,0,0,,,
129427,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,13,5,V Kohli,AB de Villiers,SP Narine,0,0,0,0,0,0,1,0,1,,,
129429,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,14,1,V Kohli,AB de Villiers,PP Chawla,0,0,0,0,0,0,1,0,1,,,
129431,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,14,3,V Kohli,AB de Villiers,PP Chawla,0,0,0,0,0,0,1,0,1,,,
129435,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,15,1,V Kohli,SR Watson,M Morkel,0,0,0,0,0,0,1,0,1,,,
129437,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,15,3,V Kohli,SR Watson,M Morkel,0,0,0,0,0,0,1,0,1,,,
129441,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,16,1,V Kohli,SR Watson,SP Narine,0,0,0,0,0,0,1,0,1,,,
129444,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,16,4,V Kohli,SR Watson,SP Narine,0,0,0,0,0,0,1,0,1,,,
129447,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,17,1,V Kohli,SR Watson,M Morkel,0,0,0,0,0,0,1,0,1,,,
129449,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,17,3,V Kohli,SR Watson,M Morkel,0,0,0,0,0,0,2,0,2,,,
129450,547,1,Royal Challengers Bangalore,Kolkata Knight Riders,17,4,V Kohli,SR Watson,M Morkel,0,0,0,0,0,0,0,0,0,V Kohli,caught,AD Russell
130690,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,1,1,V Kohli,KL Rahul,AB Dinda,0,0,0,0,0,0,2,0,2,,,
130691,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,1,2,V Kohli,KL Rahul,AB Dinda,0,0,0,0,0,0,0,0,0,,,
130692,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,1,3,V Kohli,KL Rahul,AB Dinda,0,0,0,0,0,0,1,0,1,,,
130695,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,1,6,V Kohli,KL Rahul,AB Dinda,0,0,0,0,0,0,0,0,0,,,
130697,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,2,2,V Kohli,KL Rahul,RP Singh,0,0,0,0,0,0,0,0,0,,,
130698,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,2,3,V Kohli,KL Rahul,RP Singh,0,0,0,0,0,0,1,0,1,,,
130704,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,3,3,V Kohli,KL Rahul,AB Dinda,0,0,0,0,0,0,1,0,1,,,
130706,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,3,5,V Kohli,KL Rahul,AB Dinda,0,0,0,0,0,0,0,0,0,,,
130707,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,3,6,V Kohli,KL Rahul,AB Dinda,0,0,0,0,0,0,0,0,0,,,
130711,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,4,4,V Kohli,KL Rahul,RP Singh,0,0,0,0,0,0,6,0,6,,,
130712,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,4,5,V Kohli,KL Rahul,RP Singh,0,0,0,0,0,0,1,0,1,,,
130718,552,2,Royal Challengers Bangalore,Rising Pune Supergiants,5,5,V Kohli,KL Rahul,AB Dinda,0,0,0,0,0,0,1,0,1,,,
