,match_id,inning,batting_team,bowling_team,over,ball,batsman,non_striker,bowler,is_super_over,wide_runs,bye_runs,legbye_runs,noball_runs,penalty_runs,batsman_runs,extra_runs,total_runs,player_dismissed,dismissal_kind,fielder
47232,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,14,1,V Kohli,CH Gayle,JD Unadkat,0,0,0,0,0,0,1,0,1,,,
47234,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,14,3,V Kohli,CH Gayle,JD Unadkat,0,0,0,0,0,0,1,0,1,,,
47236,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,14,5,V Kohli,CH Gayle,JD Unadkat,0,0,0,0,0,0,2,0,2,,,
47237,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,14,6,V Kohli,CH Gayle,JD Unadkat,0,0,0,0,0,0,0,0,0,,,
47239,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,2,V Kohli,CH Gayle,L Balaji,0,0,0,0,0,0,0,0,0,,,
47240,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,3,V Kohli,CH Gayle,L Balaji,0,0,0,0,0,0,1,0,1,,,
47242,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,5,V Kohli,CH Gayle,L Balaji,0,0,0,0,0,0,4,0,4,,,
47243,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,6,V Kohli,CH Gayle,L Balaji,0,0,0,0,0,0,6,0,6,,,
47244,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,15,7,V Kohli,CH Gayle,L Balaji,0,0,0,0,0,0,1,0,1,,,
47245,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,16,1,V Kohli,CH Gayle,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
47250,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,16,6,V Kohli,CH Gayle,Iqbal Abdulla,0,0,0,0,0,0,1,0,1,,,
47251,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,17,1,V Kohli,CH Gayle,R Bhatia,0,0,0,0,0,0,4,0,4,,,
47252,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,17,2,V Kohli,CH Gayle,R Bhatia,0,0,0,0,0,0,1,0,1,,,
47254,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,17,4,V Kohli,CH Gayle,R Bhatia,0,0,0,0,0,0,1,0,1,,,
47257,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,18,1,V Kohli,CH Gayle,Iqbal Abdulla,0,0,0,0,0,0,4,0,4,,,
47258,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,18,2,V Kohli,CH Gayle,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
47259,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,18,3,V Kohli,CH Gayle,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
47260,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,18,4,V Kohli,CH Gayle,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
47261,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,18,5,V Kohli,CH Gayle,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
47262,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,18,6,V Kohli,CH Gayle,Iqbal Abdulla,0,1,0,0,0,0,0,1,1,,,
47263,199,2,Royal Challengers Bangalore,Kolkata Knight Riders,18,7,V Kohli,CH Gayle,Iqbal Abdulla,0,0,0,0,0,0,0,0,0,,,
48345,204,2,Royal Challengers Bangalore,Delhi Daredevils,1,3,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,0,0,0,0,,,
48346,204,2,Royal Challengers Bangalore,Delhi Daredevils,1,4,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,0,4,0,4,,,
48347,204,2,Royal Challengers Bangalore,Delhi Daredevils,1,5,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,0,4,0,4,,,
48348,204,2,Royal Challengers Bangalore,Delhi Daredevils,1,6,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,0,1,0,1,,,
48349,204,2,Royal Challengers Bangalore,Delhi Daredevils,2,1,V Kohli,CH Gayle,IK Pathan,0,0,0,0,0,0,4,0,4,,,
48350,204,2,Royal Challengers Bangalore,Delhi Daredevils,2,2,V Kohli,CH Gayle,IK Pathan,0,0,0,0,0,0,4,0,4,,,
48351,204,2,Royal Challengers Bangalore,Delhi Daredevils,2,3,V Kohli,CH Gayle,IK Pathan,0,0,0,0,0,0,0,0,0,,,
48352,204,2,Royal Challengers Bangalore,Delhi Daredevils,2,4,V Kohli,CH Gayle,IK Pathan,0,0,0,0,0,0,4,0,4,,,
48353,204,2,Royal Challengers Bangalore,Delhi Daredevils,2,5,V Kohli,CH Gayle,IK Pathan,0,0,0,0,0,0,0,0,0,,,
48354,204,2,Royal Challengers Bangalore,Delhi Daredevils,2,6,V Kohli,CH Gayle,IK Pathan,0,0,0,0,0,0,4,0,4,,,
48357,204,2,Royal Challengers Bangalore,Delhi Daredevils,3,3,V Kohli,CH Gayle,AB Dinda,0,1,0,0,0,0,0,1,1,,,
48358,204,2,Royal Challengers Bangalore,Delhi Daredevils,3,4,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,0,0,0,0,,,
48359,204,2,Royal Challengers Bangalore,Delhi Daredevils,3,5,V Kohli,CH Gayle,AB Dinda,0,5,0,0,0,0,0,5,5,,,
48360,204,2,Royal Challengers Bangalore,Delhi Daredevils,3,6,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,0,0,0,0,,,
48361,204,2,Royal Challengers Bangalore,Delhi Daredevils,3,7,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,0,0,0,0,,,
48362,204,2,Royal Challengers Bangalore,Delhi Daredevils,3,8,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,0,0,0,0,,,
48364,204,2,Royal Challengers Bangalore,Delhi Daredevils,4,2,V Kohli,CH Gayle,M Morkel,0,0,0,0,0,0,0,0,0,,,
48365,204,2,Royal Challengers Bangalore,Delhi Daredevils,4,3,V Kohli,CH Gayle,M Morkel,0,0,0,1,0,0,0,1,1,,,
48369,204,2,Royal Challengers Bangalore,Delhi Daredevils,5,1,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,0,1,0,1,,,
48372,204,2,Royal Challengers Bangalore,Delhi Daredevils,5,4,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,0,6,0,6,,,
48373,204,2,Royal Challengers Bangalore,Delhi Daredevils,5,5,V Kohli,CH Gayle,AB Dinda,0,0,0,0,0,0,1,0,1,,,
48375,204,2,Royal Challengers Bangalore,Delhi Daredevils,6,1,V Kohli,CH Gayle,M Morkel,0,0,0,0,0,0,0,0,0,,,
48376,204,2,Royal Challengers Bangalore,Delhi Daredevils,6,2,V Kohli,CH Gayle,M Morkel,0,0,0,0,0,0,0,0,0,,,
48377,204,2,Royal Challengers Bangalore,Delhi Daredevils,6,3,V Kohli,CH Gayle,M Morkel,0,0,0,0,0,0,0,0,0,,,
48378,204,2,Royal Challengers Bangalore,Delhi Daredevils,6,4,V Kohli,CH Gayle,M Morkel,0,0,0,0,0,0,1,0,1,,,
48380,204,2,Royal Challengers Bangalore,Delhi Daredevils,6,6,V Kohli,CH Gayle,M Morkel,0,0,0,0,0,0,1,0,1,,,
48381,204,2,Royal Challengers Bangalore,Delhi Daredevils,7,1,V Kohli,CH Gayle,UT Yadav,0,0,0,0,0,0,1,0,1,,,
48383,204,2,Royal Challengers Bangalore,Delhi Daredevils,7,3,V Kohli,CH Gayle,UT Yadav,0,0,0,0,0,0,4,0,4,,,
48384,204,2,Royal Challengers Bangalore,Delhi Daredevils,7,4,V Kohli,CH Gayle,UT Yadav,0,0,0,0,0,0,0,0,0,,,
48385,204,2,Royal Challengers Bangalore,Delhi Daredevils,7,5,V Kohli,CH Gayle,UT Yadav,0,0,0,0,0,0,6,0,6,,,
48386,204,2,Royal Challengers Bangalore,Delhi Daredevils,7,6,V Kohli,CH Gayle,UT Yadav,0,0,0,0,0,0,1,0,1,,,
48387,204,2,Royal Challengers Bangalore,Delhi Daredevils,8,1,V Kohli,CH Gayle,JR Hopes,0,0,0,0,0,0,1,0,1,,,
48390,204,2,Royal Challengers Bangalore,Delhi Daredevils,8,4,V Kohli,AB de Villiers,JR Hopes,0,0,0,0,0,0,4,0,4,,,
48391,204,2,Royal Challengers Bangalore,Delhi Daredevils,8,5,V Kohli,AB de Villiers,JR Hopes,0,0,0,0,0,0,0,0,0,,,
48392,204,2,Royal Challengers Bangalore,Delhi Daredevils,8,6,V Kohli,AB de Villiers,JR Hopes,0,0,0,0,0,0,1,0,1,,,
48393,204,2,Royal Challengers Bangalore,Delhi Daredevils,9,1,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,1,0,1,,,
48396,204,2,Royal Challengers Bangalore,Delhi Daredevils,9,4,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,0,0,0,,,
48397,204,2,Royal Challengers Bangalore,Delhi Daredevils,9,5,V Kohli,AB de Villiers,UT Yadav,0,0,0,0,0,0,1,0,1,AB de Villiers,run out,DA Warner
48398,204,2,Royal Challengers Bangalore,Delhi Daredevils,9,6,V Kohli,SS Tiwary,UT Yadav,0,0,0,0,0,0,1,0,1,,,
48399,204,2,Royal Challengers Bangalore,Delhi Daredevils,10,1,V Kohli,SS Tiwary,M Morkel,0,0,0,0,0,0,0,0,0,V Kohli,bowled,
49464,209,1,Royal Challengers Bangalore,Pune Warriors,7,5,V Kohli,CH Gayle,R Sharma,0,0,0,0,0,0,0,0,0,,,
49465,209,1,Royal Challengers Bangalore,Pune Warriors,7,6,V Kohli,CH Gayle,R Sharma,0,0,0,0,0,0,1,0,1,,,
49466,209,1,Royal Challengers Bangalore,Pune Warriors,8,1,V Kohli,CH Gayle,M Manhas,0,0,0,0,0,0,1,0,1,,,
49468,209,1,Royal Challengers Bangalore,Pune Warriors,8,3,V Kohli,CH Gayle,M Manhas,0,0,0,0,0,0,4,0,4,,,
49469,209,1,Royal Challengers Bangalore,Pune Warriors,8,4,V Kohli,CH Gayle,M Manhas,0,0,0,0,0,0,0,0,0,,,
49470,209,1,Royal Challengers Bangalore,Pune Warriors,8,5,V Kohli,CH Gayle,M Manhas,0,0,0,0,0,0,1,0,1,,,
49472,209,1,Royal Challengers Bangalore,Pune Warriors,9,1,V Kohli,CH Gayle,R Sharma,0,0,0,0,0,0,1,0,1,,,
49474,209,1,Royal Challengers Bangalore,Pune Warriors,9,3,V Kohli,CH Gayle,R Sharma,0,0,0,0,0,0,0,0,0,,,
49475,209,1,Royal Challengers Bangalore,Pune Warriors,9,4,V Kohli,CH Gayle,R Sharma,0,0,0,0,0,0,1,0,1,,,
49478,209,1,Royal Challengers Bangalore,Pune Warriors,10,1,V Kohli,AB de Villiers,Yuvraj Singh,0,0,0,0,0,0,0,0,0,,,
49479,209,1,Royal Challengers Bangalore,Pune Warriors,10,2,V Kohli,AB de Villiers,Yuvraj Singh,0,0,0,0,0,0,0,0,0,,,
49480,209,1,Royal Challengers Bangalore,Pune Warriors,10,3,V Kohli,AB de Villiers,Yuvraj Singh,0,0,0,0,0,0,1,0,1,,,
49482,209,1,Royal Challengers Bangalore,Pune Warriors,10,5,V Kohli,AB de Villiers,Yuvraj Singh,0,0,0,0,0,0,1,0,1,,,
49485,209,1,Royal Challengers Bangalore,Pune Warriors,11,2,V Kohli,AB de Villiers,R Sharma,0,0,0,0,0,0,2,0,2,,,
49486,209,1,Royal Challengers Bangalore,Pune Warriors,11,3,V Kohli,AB de Villiers,R Sharma,0,0,0,0,0,0,0,0,0,,,
49487,209,1,Royal Challengers Bangalore,Pune Warriors,11,4,V Kohli,AB de Villiers,R Sharma,0,0,0,0,0,0,1,0,1,,,
